Index,Title,Model,Price,Distance,Fuel Type,Engine,Transmission Type,City
13680,Nissan Dayz  2014 X for Sale,2014,PKR 17.5 lacs,"106,288 km",Petrol,660 cc,Automatic,Lahore
13681,Suzuki Cultus  2011 VXRi (CNG) for Sale,2011,PKR 12 lacs,"37,000 km",Petrol,1000 cc,Manual,Lahore
13682,Toyota Vitz  2009 F 1.0 for Sale,2009,PKR 19.45 lacs,"115,000 km",Petrol,1000 cc,Automatic,Lahore
13683,Audi A5  2019 1.4 TFSI Sportback for Sale,2019,PKR 1.45 crore,"67,000 km",Petrol,1400 cc,Automatic,Lahore
13684,Toyota Corolla  2011 GLi Automatic 1.6 VVTi for Sale,2011,PKR 28 lacs,"95,500 km",Petrol,1600 cc,Automatic,Lahore
13685,Daihatsu Move  2015 L for Sale,2015,PKR 25.5 lacs,"89,000 km",Petrol,660 cc,Automatic,Lahore
13686,Honda N Wgn  2020 G for Sale,2020,PKR 31.25 lacs,"35,500 km",Petrol,660 cc,Automatic,Lahore
13687,Toyota Camry  2008 Up-Spec Automatic 2.4 for Sale,2008,PKR 36 lacs,"85,000 km",Petrol,2400 cc,Automatic,Lahore
13688,Suzuki Swift  2013 DLX 1.3 for Sale,2013,PKR 18 lacs,"176,444 km",Petrol,1300 cc,Manual,Lahore
13689,Toyota Premio  2002 X L 1.8 for Sale,2002,PKR 25.5 lacs,"300,000 km",Petrol,1800 cc,Automatic,Lahore
13690,Toyota Corolla  2003 2.0D for Sale,2003,PKR 16.25 lacs,"237,000 km",Diesel,2000 cc,Manual,Lahore
13691,Suzuki Swift  2018 DLX Automatic 1.3 Navigation for Sale,2018,PKR 31.75 lacs,"78,000 km",Petrol,1300 cc,Automatic,Lahore
13692,Toyota Raize  2021 Z for Sale,2021,PKR 57 lacs,"28,500 km",Petrol,1000 cc,Automatic,Lahore
13693,BMW 7 Series  2022 i7 xDrive60 M Sports for Sale,2022,PKR 6.9 crore,"15,000 km",Electric,105.7 kWh,Automatic,Lahore
13694,Honda City  2020 1.3 i-VTEC for Sale,2020,PKR 39.5 lacs,"67,000 km",Petrol,1300 cc,Manual,Lahore
13695,Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,2022,PKR 67.5 lacs,"47,000 km",Petrol,1800 cc,Automatic,Lahore
13696,Daihatsu Hijet  2019 Cruise for Sale,2019,PKR 25 lacs,"103,036 km",Petrol,660 cc,Automatic,Lahore
13697,Toyota Belta  2009 X 1.0 for Sale,2009,PKR 25 lacs,"103,000 km",Petrol,1000 cc,Automatic,Lahore
13698,Daihatsu Cast  2022  for Sale,2022,PKR 29.25 lacs,"47,000 km",Petrol,660 cc,Automatic,Lahore
13699,Suzuki Wagon R  2023 VXR for Sale,2023,PKR 31.45 lacs,"15,500 km",Petrol,1000 cc,Manual,Lahore
13700,Suzuki Alto  2021 VXL AGS for Sale,2021,PKR 26.85 lacs,"19,000 km",Petrol,660 cc,Automatic,Lahore
13701,Toyota Prius  2011  for Sale,2011,PKR 29.45 lacs,"120,000 km",Hybrid,1500 cc,Automatic,Lahore
13702,Nissan Otti  2011  for Sale,2011,PKR 20.5 lacs,"63,000 km",Petrol,660 cc,Automatic,Lahore
13703,KIA Picanto  2024  for Sale,2024,PKR 39.5 lacs,"12,000 km",Petrol,1000 cc,Automatic,Lahore
13704,Hyundai Elantra  2024 GLS for Sale,2024,PKR 73 lacs,1 km,Petrol,2000 cc,Automatic,Lahore
13705,Daihatsu Tanto  2018 G for Sale,2018,PKR 28.85 lacs,"79,000 km",Petrol,660 cc,Automatic,Lahore
13706,Audi A4  2017 1.4 TFSI  for Sale,2017,PKR 1.18 crore,"62,000 km",Petrol,1400 cc,Automatic,Lahore
13707,Suzuki Mehran  2016 VXR Euro II for Sale,2016,PKR 11.35 lacs,"58,000 km",Petrol,796 cc,Manual,Lahore
13708,Toyota Aqua  2013 S for Sale,2013,PKR 35.5 lacs,"85,000 km",Hybrid,1500 cc,Automatic,Lahore
13709,Suzuki Cultus  2008 VXRi for Sale,2008,PKR 9.9 lacs,"107,000 km",Petrol,1000 cc,Manual,Lahore
13710,Hyundai Tucson  2021 AWD A/T Ultimate for Sale,2021,PKR 77 lacs,"5,607 km",Petrol,2000 cc,Automatic,Lahore
13711,Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,2019,PKR 57 lacs,"66,935 km",Petrol,1800 cc,Automatic,Lahore
13712,Hyundai Sonata  2023 2.5 for Sale,2023,PKR 1.15 crore,"9,000 km",Petrol,2500 cc,Automatic,Lahore
13713,Suzuki Swift  2022 GLX CVT for Sale,2022,PKR 45.7 lacs,"43,955 km",Petrol,1200 cc,Automatic,Lahore
13714,Suzuki Cultus  2003 VXR for Sale,2003,PKR 9 lacs,"91,981 km",Petrol,1000 cc,Manual,Lahore
13715,Toyota Corolla  2017 GLi 1.3 VVTi for Sale,2017,PKR 38 lacs,"98,700 km",Petrol,1300 cc,Manual,Lahore
13716,Toyota Yaris  2021 ATIV X CVT 1.5 for Sale,2021,PKR 46 lacs,"35,000 km",Petrol,1500 cc,Automatic,Lahore
13717,Haval H6  2023 HEV for Sale,2023,PKR 1.22 crore,"12,000 km",Hybrid,1500 cc,Automatic,Lahore
13718,Suzuki Swift  2012 DX 1.3 for Sale,2012,PKR 17.5 lacs,"102,302 km",Petrol,1300 cc,Manual,Lahore
13719,Honda City  2004 i-DSI Vario for Sale,2004,PKR 16 lacs,"152,000 km",Petrol,1300 cc,Automatic,Lahore
13720,Mazda Flair  2018 XG for Sale,2018,PKR 30.85 lacs,"90,000 km",Petrol,660 cc,Automatic,Lahore
13721,KIA Sportage  2023 AWD for Sale,2023,PKR 80.5 lacs,"15,000 km",Petrol,2000 cc,Automatic,Lahore
13722,Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,2018,PKR 49.9 lacs,"63,000 km",Petrol,1800 cc,Automatic,Lahore
13723,Toyota Corolla  2016 Altis Grande CVT-i 1.8 for Sale,2016,PKR 45.5 lacs,"85,000 km",Petrol,1800 cc,Automatic,Lahore
13724,Honda BR-V  2018 i-VTEC for Sale,2018,PKR 42.99 lacs,"104,000 km",Petrol,1500 cc,Automatic,Lahore
13725,Suzuki Cultus  2018 VXL for Sale,2018,PKR 27.5 lacs,"65,000 km",Petrol,1000 cc,Manual,Lahore
13726,Hyundai Elantra  2021 GLS for Sale,2021,PKR 56 lacs,"115,908 km",Petrol,2000 cc,Automatic,Lahore
13727,Toyota Hilux  2021 Revo V Automatic 2.8 for Sale,2021,PKR 1.3 crore,"27,000 km",Diesel,2800 cc,Automatic,Lahore
13728,KIA Stonic  2024 EX+ for Sale,2024,PKR 58.1 lacs,"2,332 km",Petrol,1400 cc,Automatic,Lahore
13729,Suzuki Alto  2009 VXR for Sale,2009,PKR 9.3 lacs,"100,000 km",Petrol,1000 cc,Manual,Lahore
13730,MG HS  2021 1.5 Turbo for Sale,2021,PKR 64 lacs,"31,000 km",Petrol,1500 cc,Automatic,Lahore
13731,Suzuki Wagon R  2019 VXL for Sale,2019,PKR 24.5 lacs,"63,000 km",Petrol,1000 cc,Manual,Lahore
13732,Toyota Corolla  2011 GLi 1.3 VVTi for Sale,2011,PKR 21.65 lacs,"160,000 km",Petrol,1300 cc,Manual,Lahore
13733,Hyundai Sonata  2022 2.5 for Sale,2022,PKR 97 lacs,"37,900 km",Petrol,2500 cc,Automatic,Lahore
13734,Toyota Vitz  2008  for Sale,2008,PKR 34.9 lacs,"30,000 km",Petrol,1000 cc,Automatic,Lahore
13735,Honda City  2008 i-DSI for Sale,2008,PKR 17.85 lacs,"88,000 km",Petrol,1300 cc,Manual,Lahore
13736,KIA Classic  2003 LX for Sale,2003,PKR 4.8 lacs,"117,866 km",Petrol,1323 cc,Manual,Lahore
13737,Suzuki Bolan  2014 Cargo Van Euro ll for Sale,2014,PKR 10.85 lacs,"60,000 km",Petrol,800 cc,Manual,Lahore
13738,Suzuki Mehran  2015 VX Euro II for Sale,2015,PKR 11 lacs,1 km,Petrol,796 cc,Manual,Lahore
13739,Honda Civic  2006 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2006,PKR 21.5 lacs,"110,000 km",Petrol,1800 cc,Automatic,Lahore
13740,Suzuki Cultus  2021 VXL for Sale,2021,PKR 33.95 lacs,"28,000 km",Petrol,1000 cc,Manual,Lahore
13741,Nissan Sunny  1989  for Sale,1989,PKR 5 lacs,"270,000 km",Petrol,1000 cc,Manual,Lahore
13742,Suzuki Wagon R  2018 VXL for Sale,2018,PKR 25 lacs,"36,000 km",Petrol,1000 cc,Manual,Lahore
13743,Honda City 5th (GM2) Generation 2018 1.5 i-VTEC Prosmatec for Sale,2018,PKR 36.5 lacs,"29,000 km",Petrol,1500 cc,Automatic,Lahore
13744,Nissan Dayz  2024 Highway star G for Sale,2024,PKR 39.5 lacs,"45,500 km",Hybrid,660 cc,Automatic,Lahore
13745,Suzuki Mehran  2016 VXR Euro II for Sale,2016,PKR 12.9 lacs,"65,000 km",Petrol,796 cc,Manual,Lahore
13746,Toyota Corolla  2019 Altis Automatic 1.6 for Sale,2019,PKR 47 lacs,"76,000 km",Petrol,1600 cc,Automatic,Lahore
13747,Suzuki Cultus  2016 Limited Edition for Sale,2016,PKR 18 lacs,"98,500 km",Petrol,1000 cc,Manual,Lahore
13748,BMW 7 Series  2007 730d for Sale,2007,PKR 46.3 lacs,"260,000 km",Diesel,3000 cc,Automatic,Lahore
13749,KIA Picanto  2021 1.0 AT for Sale,2021,PKR 26.5 lacs,"110,000 km",Petrol,1000 cc,Automatic,Lahore
13750,Daihatsu Esse  2012  for Sale,2012,PKR 16.5 lacs,"129,371 km",Petrol,660 cc,Automatic,Lahore
13751,Hyundai Sonata  2022 2.0 for Sale,2022,PKR 92 lacs,"21,000 km",Petrol,2000 cc,Automatic,Lahore
13752,Suzuki Cultus  2017 VXL for Sale,2017,PKR 23.5 lacs,"70,000 km",Petrol,1000 cc,Manual,Lahore
13753,Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,2018,PKR 43 lacs,"118,000 km",Petrol,1300 cc,Automatic,Lahore
13754,Mitsubishi Pajero Mini  2000  for Sale,2000,PKR 11 lacs,"120,000 km",Petrol,1100 cc,Automatic,Lahore
13755,Toyota Corolla  2012 GLi Automatic 1.6 VVTi for Sale,2012,PKR 28 lacs,"134,000 km",Petrol,1600 cc,Automatic,Lahore
13756,Haval H6  2024 HEV for Sale,2024,PKR 1.26 crore,"5,000 km",Hybrid,1500 cc,Automatic,Lahore
13757,Honda City  2001 EXi for Sale,2001,PKR 12 lacs,"215,000 km",Petrol,1300 cc,Manual,Lahore
13758,Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2013,PKR 36 lacs,"80,320 km",Petrol,1800 cc,Automatic,Lahore
13759,Honda Insight  2022 EX for Sale,2022,PKR 1.27 crore,"47,149 km",Hybrid,1500 cc,Automatic,Lahore
13760,Nissan Serena  2018  for Sale,2018,PKR 65 lacs,"77,203 km",Hybrid,1200 cc,Automatic,Lahore
13761,Honda Civic  2004 VTi Prosmatec 1.6 for Sale,2004,PKR 15 lacs,"126,000 km",Petrol,1600 cc,Automatic,Lahore
13762,Honda Vezel  2015 Hybrid Z for Sale,2015,PKR 53.75 lacs,"145,000 km",Hybrid,1500 cc,Automatic,Lahore
13763,Honda Vezel  2015 Hybrid Z for Sale,2015,PKR 53.75 lacs,"145,000 km",Hybrid,1500 cc,Automatic,Lahore
13764,Ford F 150  2020 Raptor 5.0L for Sale,2020,Call,"55,120 km",Petrol,5000 cc,Automatic,Lahore
13765,Mercedes Benz C Class  2022 C180 AMG for Sale,2022,PKR 3.35 crore,"24,765 km",Petrol,1500 cc,Automatic,Lahore
13766,Honda Civic Rebirth 2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2015,PKR 39 lacs,"86,725 km",Petrol,1800 cc,Automatic,Lahore
13767,Honda Civic Rebirth 2016 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2016,PKR 47 lacs,"95,758 km",Petrol,1800 cc,Automatic,Lahore
13768,Haval H6  2022 2.0T AWD for Sale,2022,PKR 1.03 crore,"11,353 km",Petrol,2000 cc,Automatic,Lahore
13769,BMW 3 Series  2017 318i for Sale,2017,PKR 1.15 crore,"87,211 km",Petrol,1500 cc,Automatic,Lahore
13770,Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,2019,PKR 41.5 lacs,"63,781 km",Petrol,1300 cc,Automatic,Lahore
13771,Honda Civic  2021 1.5 VTEC Turbo Oriel for Sale,2021,PKR 70 lacs,"28,202 km",Petrol,1500 cc,Automatic,Lahore
13772,Audi A6 4th (C7) Generation 2018 1.8 TFSI  for Sale,2018,PKR 1.7 crore,"43,268 km",Petrol,1800 cc,Automatic,Lahore
13773,Honda City 5th (GM2) Generation 2020 1.3 i-VTEC Prosmatec for Sale,2020,PKR 39.5 lacs,"63,528 km",Petrol,1300 cc,Automatic,Lahore
13774,Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,2019,PKR 56 lacs,"141,829 km",Petrol,1800 cc,Automatic,Lahore
13775,Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,2020,PKR 62.5 lacs,"83,061 km",Petrol,1800 cc,Automatic,Lahore
13776,Honda Civic  2020 1.8 i-VTEC CVT for Sale,2020,PKR 54 lacs,"122,295 km",Petrol,1800 cc,Automatic,Lahore
13777,Toyota Hilux  2022 Revo V Automatic 2.8 for Sale,2022,PKR 1.37 crore,"30,419 km",Diesel,2800 cc,Automatic,Lahore
13778,Proton X70  2021 Executive AWD for Sale,2021,PKR 1 crore,"26,782 km",Petrol,1500 cc,Automatic,Lahore
13779,Toyota Land Cruiser  2017 AX for Sale,2017,PKR 3.45 crore,"65,654 km",Petrol,4600 cc,Automatic,Lahore
13780,KIA Sportage  2022 FWD for Sale,2022,PKR 73.9 lacs,"12,000 km",Petrol,2000 cc,Automatic,Lahore
13781,Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,2022,PKR 56 lacs,"40,523 km",Petrol,1500 cc,Automatic,Lahore
13782,Suzuki Alto  2007 VXR for Sale,2007,PKR 9 lacs,"127,623 km",Petrol,1000 cc,Manual,Lahore
13783,Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition for Sale,2022,PKR 65 lacs,"30,945 km",Petrol,1598 cc,Automatic,Lahore
13784,KIA Picanto  2021 1.0 AT for Sale,2021,PKR 33 lacs,"52,607 km",Petrol,1000 cc,Automatic,Lahore
13785,Honda City  2008 i-DSI for Sale,2008,PKR 22 lacs,"76,451 km",Petrol,1300 cc,Manual,Lahore
13786,Toyota Prado  2019 TX Limited 2.7 for Sale,2019,PKR 3.35 crore,"48,744 km",Petrol,2700 cc,Automatic,Lahore
13787,Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,2018,PKR 57 lacs,"55,820 km",Petrol,1800 cc,Automatic,Lahore
13788,Honda City  2006 i-DSI for Sale,2006,PKR 17.5 lacs,"200,000 km",Petrol,1300 cc,Manual,Lahore
13789,BMW 5 Series 5th (E60) Generation 2005 530i for Sale,2005,PKR 45 lacs,"168,000 km",Petrol,3000 cc,Automatic,Lahore
13790,Changan Alsvin  2021 1.5L DCT Lumiere for Sale,2021,PKR 36 lacs,"42,000 km",Petrol,1500 cc,Automatic,Lahore
13791,Suzuki Mehran  2019 VX Euro II for Sale,2019,PKR 15.2 lacs,"45,000 km",Petrol,796 cc,Manual,Lahore
13792,Toyota Corolla  2020 XLi VVTi for Sale,2020,PKR 46 lacs,"52,000 km",Petrol,1300 cc,Manual,Lahore
13793,Honda City  2008 i-DSI for Sale,2008,PKR 25 lacs,"136,000 km",Petrol,1300 cc,Manual,Lahore
13794,Honda N One  2015 G for Sale,2015,PKR 27 lacs,"120,000 km",Petrol,660 cc,Automatic,Lahore
13795,Honda City  2005 i-DSI for Sale,2005,PKR 16 lacs,"250,000 km",Petrol,1300 cc,Manual,Lahore
13796,Suzuki Bolan  2019 VX Euro II for Sale,2019,PKR 16.49 lacs,"32,000 km",Petrol,800 cc,Manual,Lahore
13797,Suzuki Mehran  2015 VX Euro II for Sale,2015,PKR 10 lacs,"120,000 km",Petrol,796 cc,Manual,Lahore
13798,Toyota Corolla  2017 Altis Automatic 1.6 for Sale,2017,PKR 40.9 lacs,"98,000 km",Petrol,1600 cc,Automatic,Lahore
13799,Suzuki Mehran  2000 VXR for Sale,2000,PKR 4.6 lacs,"100,000 km",Petrol,800 cc,Manual,Lahore
13800,Nissan Dayz  2016  for Sale,2016,PKR 25.7 lacs,"81,000 km",Petrol,660 cc,Automatic,Lahore
13801,Honda BR-V  2017 i-VTEC for Sale,2017,PKR 39.1 lacs,"111,800 km",Petrol,1500 cc,Automatic,Lahore
13802,Honda Civic Eagle Eye 2004 VTi 1.6 for Sale,2004,PKR 16.5 lacs,"300,000 km",Petrol,1600 cc,Manual,Lahore
13803,Toyota Vitz  2005  for Sale,2005,PKR 18.5 lacs,"284,000 km",Petrol,1000 cc,Automatic,Lahore
13804,Honda City 5th (GM2) Generation 2020 Aspire Prosmatec 1.5 i-VTEC for Sale,2020,PKR 41 lacs,"60,329 km",Petrol,1500 cc,Automatic,Lahore
13805,Honda BR-V  2017 i-VTEC S for Sale,2017,PKR 45 lacs,"45,000 km",Petrol,1500 cc,Automatic,Lahore
13806,Honda City 6th Generation 2024 1.5L ASPIRE CVT for Sale,2024,PKR 57 lacs,"10,000 km",Petrol,1500 cc,Automatic,Lahore
13807,Honda BR-V  2020 i-VTEC S for Sale,2020,PKR 49.9 lacs,"109,000 km",Petrol,1500 cc,Automatic,Lahore
13808,Honda N Wgn  2014 Custom G Turbo for Sale,2014,PKR 24.5 lacs,"150,000 km",Petrol,660 cc,Automatic,Lahore
13809,Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2014,PKR 36 lacs,"180,000 km",Petrol,1800 cc,Automatic,Lahore
13810,Honda City  2006 i-DSI Vario for Sale,2006,PKR 18.5 lacs,"120,000 km",Petrol,1300 cc,Automatic,Lahore
13811,Honda Civic Reborn 2006 MXST (Hybrid) for Sale,2006,PKR 23 lacs,"102,222 km",Hybrid,1300 cc,Automatic,Lahore
13812,Honda City  2011 i-VTEC for Sale,2011,PKR 25.25 lacs,"140,000 km",Petrol,1300 cc,Manual,Lahore
13813,Hyundai Tucson  2023 AWD A/T Ultimate for Sale,2023,PKR 87 lacs,"17,800 km",Petrol,2000 cc,Automatic,Lahore
13814,Honda BR-V  2021 i-VTEC S for Sale,2021,PKR 50.5 lacs,"48,000 km",Petrol,1500 cc,Automatic,Lahore
13815,Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition for Sale,2022,PKR 61.85 lacs,"27,500 km",Petrol,1598 cc,Automatic,Lahore
13816,Honda Fit  2014 1.5 Hybrid Smart Selection for Sale,2014,PKR 34 lacs,"109,000 km",Hybrid,1500 cc,Automatic,Lahore
13817,Honda City  2006 i-DSI Vario for Sale,2006,PKR 17.5 lacs,"295,000 km",Petrol,1300 cc,Automatic,Lahore
13818,Ford F 150  2017 Limited Edition for Sale,2017,PKR 3.25 crore,"27,500 km",Petrol,3496 cc,Automatic,Lahore
13819,Toyota Vitz  2006 F 1.3 for Sale,2006,PKR 21.75 lacs,"12,345 km",Petrol,1300 cc,Automatic,Lahore
13820,Toyota Prius  2012 G 1.8 for Sale,2012,PKR 44.5 lacs,"175,000 km",Hybrid,1800 cc,Automatic,Lahore
13821,Suzuki Mehran  2007 VXR for Sale,2007,PKR 6.5 lacs,"260,250 km",Petrol,800 cc,Manual,Lahore
13822,Toyota Prius  2007 S 1.5 for Sale,2007,PKR 32 lacs,"157,200 km",Hybrid,1500 cc,Automatic,Lahore
13823,Toyota Yaris Hatchback  2021  for Sale,2021,PKR 58 lacs,"42,500 km",Petrol,1000 cc,Automatic,Lahore
13824,Suzuki Cultus  2006 VXR for Sale,2006,PKR 8.1 lacs,"67,589 km",Petrol,1000 cc,Manual,Lahore
13825,Mercedes Benz EQC  2020 400 4MATIC for Sale,2020,PKR 2.3 crore,"8,930 km",Electric,80.0 kWh,Automatic,Lahore
13826,Toyota Corolla  2020 Altis Automatic 1.6 for Sale,2020,PKR 64 lacs,"22,000 km",Petrol,1600 cc,Automatic,Lahore
13827,Changan Alsvin  2022 1.5L DCT Comfort for Sale,2022,PKR 38.5 lacs,"24,000 km",Petrol,1500 cc,Automatic,Lahore
13828,Toyota Prius  2017 PHV (Plug In Hybrid) for Sale,2017,PKR 83 lacs,"158,000 km",Petrol,1800 cc,Automatic,Lahore
13829,Honda Civic  2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2013,PKR 33.75 lacs,"204,000 km",Petrol,1800 cc,Automatic,Lahore
13830,Toyota Vitz  2017 1.0F Safety Edition III for Sale,2017,PKR 31.8 lacs,"81,203 km",Petrol,1000 cc,Automatic,Lahore
13831,Suzuki Mehran  2015 VXR Euro II for Sale,2015,PKR 8.5 lacs,"85,000 km",Petrol,800 cc,Manual,Lahore
13832,KIA Sportage  2023 AWD for Sale,2023,PKR 81.5 lacs,"27,000 km",Petrol,2000 cc,Automatic,Lahore
13833,Suzuki Mehran  1992 VX for Sale,1992,PKR 3.9 lacs,"100,000 km",Petrol,800 cc,Manual,Lahore
13834,Suzuki Khyber  1996 GA for Sale,1996,PKR 5.6 lacs,"85,000 km",Petrol,1000 cc,Manual,Lahore
13835,Suzuki Bolan  2016 VX Euro II for Sale,2016,PKR 13.7 lacs,"54,430 km",Petrol,800 cc,Manual,Lahore
13836,Suzuki Cultus  2009 VXRi for Sale,2009,PKR 11.5 lacs,"16,500 km",Petrol,1000 cc,Manual,Lahore
13837,Toyota Vitz  2007 B Intelligent Package 1.0 for Sale,2007,PKR 23.5 lacs,"123,456 km",Petrol,1000 cc,Automatic,Lahore
13838,Suzuki Mehran  1999 VXR for Sale,1999,PKR 5.4 lacs,"99,999 km",Petrol,800 cc,Manual,Lahore
13839,Suzuki Mehran  2011 VX for Sale,2011,PKR 8 lacs,"123,456 km",Petrol,800 cc,Manual,Lahore
13840,Honda City  2005 i-DSI for Sale,2005,PKR 17.35 lacs,210 km,Petrol,1300 cc,Manual,Lahore
13841,Suzuki Mehran  2013 VX Euro II for Sale,2013,PKR 10.3 lacs,"100,000 km",Petrol,800 cc,Manual,Lahore
13842,Honda BR-V  2022 i-VTEC S for Sale,2022,PKR 56 lacs,"6,000 km",Petrol,1500 cc,Automatic,Lahore
13843,Toyota Corolla  2013 GLi 1.3 VVTi for Sale,2013,PKR 26 lacs,"188,000 km",Petrol,1300 cc,Manual,Lahore
13844,Honda Civic Rebirth 2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2013,PKR 34.7 lacs,"122,066 km",Petrol,1800 cc,Automatic,Lahore
13845,Toyota Corolla Cross  2024 1.8 X for Sale,2024,PKR 1.03 crore,"3,083 km",Petrol,1800 cc,Automatic,Lahore
13846,Toyota Fortuner  2019 2.8 Sigma 4 for Sale,2019,PKR 1.45 crore,"150,698 km",Diesel,2800 cc,Automatic,Lahore
13847,Toyota Corolla  2020 Altis Grande CVT-i 1.8 for Sale,2020,PKR 62.5 lacs,"50,000 km",Petrol,1800 cc,Automatic,Lahore
13848,Nissan Dayz  2017 X for Sale,2017,PKR 27 lacs,"76,981 km",Petrol,660 cc,Automatic,Lahore
13849,Toyota Corolla  1981  for Sale,1981,PKR 12 lacs,"70,000 km",Petrol,1300 cc,Manual,Lahore
13850,Toyota Prado  2005 TZ G 3.4 for Sale,2005,PKR 1.15 crore,"83,000 km",Petrol,3400 cc,Automatic,Lahore
13851,Daihatsu Move  2021 X for Sale,2021,PKR 38.75 lacs,"18,222 km",Petrol,660 cc,Automatic,Lahore
13852,Daihatsu Move  2013 Custom X Limited for Sale,2013,PKR 22.5 lacs,"96,800 km",Petrol,660 cc,Automatic,Lahore
13853,Honda City 5th (GM2) Generation 2015 1.3 i-VTEC for Sale,2015,PKR 32.5 lacs,"78,000 km",Petrol,1300 cc,Manual,Lahore
13854,Suzuki Mehran  2011 VX for Sale,2011,PKR 7.6 lacs,"80,000 km",Petrol,800 cc,Manual,Lahore
13855,Suzuki Baleno  2003  for Sale,2003,PKR 10 lacs,"275,512 km",Petrol,1300 cc,Manual,Lahore
13856,Honda City  2005 i-DSI for Sale,2005,PKR 15.5 lacs,"240,000 km",Petrol,1300 cc,Manual,Lahore
13857,Honda Vezel  2016 Hybrid X for Sale,2016,PKR 67 lacs,"102,000 km",Hybrid,1500 cc,Automatic,Lahore
13858,Suzuki Bolan  2012  for Sale,2012,PKR 5.5 lacs,"57,000 km",Petrol,800 cc,Manual,Lahore
13859,Mercedes Benz C Class  2007  for Sale,2007,PKR 32 lacs,"189,477 km",Petrol,1800 cc,Automatic,Lahore
13860,Toyota Yaris  2021  for Sale,2021,PKR 45 lacs,"51,000 km",Petrol,1000 cc,Automatic,Lahore
13861,Proton Saga  2022 1.3L Ace A/T for Sale,2022,PKR 31.5 lacs,"12,500 km",Petrol,1299 cc,Automatic,Lahore
13862,Suzuki Alto  2020 VXL AGS for Sale,2020,PKR 24 lacs,"73,000 km",Petrol,660 cc,Automatic,Lahore
13863,Honda Civic  2016 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2016,PKR 37.75 lacs,"86,500 km",Petrol,1800 cc,Automatic,Lahore
13864,KIA Sportage  2021 AWD for Sale,2021,PKR 70.5 lacs,"84,000 km",Petrol,2000 cc,Automatic,Lahore
13865,Toyota Roomy  2021  for Sale,2021,PKR 37 lacs,"42,000 km",Petrol,1000 cc,Automatic,Lahore
13866,Toyota Corolla  2013 XLi VVTi for Sale,2013,PKR 23 lacs,"137,000 km",Petrol,1300 cc,Manual,Lahore
13867,Honda Civic Reborn 2007 MXB (Hybrid) for Sale,2007,PKR 22 lacs,"12,345 km",Hybrid,1300 cc,Automatic,Lahore
13868,Toyota Prius  2011 S 1.5 for Sale,2011,PKR 33.5 lacs,"124,000 km",Hybrid,1497 cc,Automatic,Lahore
13869,Suzuki Cultus  2010 VXRi (CNG) for Sale,2010,PKR 12.5 lacs,"123,456 km",Petrol,1000 cc,Manual,Lahore
13870,Suzuki Bolan  1990 VX for Sale,1990,PKR 4.5 lacs,"123,456 km",Petrol,800 cc,Manual,Lahore
13871,Daihatsu Mira  2010 ES for Sale,2010,PKR 19.1 lacs,"126,000 km",Petrol,660 cc,Automatic,Lahore
13872,Audi A4  2016 1.4 TFSI  for Sale,2016,PKR 96.5 lacs,"85,000 km",Petrol,1400 cc,Automatic,Lahore
13873,Hyundai Santro  2003 Club for Sale,2003,PKR 10.95 lacs,"112,000 km",Petrol,1000 cc,Manual,Lahore
13874,Toyota Vitz  2017 F M Package 1.0 for Sale,2017,PKR 31.5 lacs,"12,345 km",Petrol,1000 cc,Automatic,Lahore
13875,Suzuki Alto  2020 VXR for Sale,2020,PKR 22.8 lacs,"82,000 km",Petrol,660 cc,Manual,Lahore
13876,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,2015,PKR 42.5 lacs,"96,000 km",Petrol,1800 cc,Automatic,Lahore
13877,Suzuki Cultus  2020 VXL for Sale,2020,PKR 29.5 lacs,"81,000 km",Petrol,1000 cc,Manual,Lahore
13878,MG HS  2021 Trophy for Sale,2021,PKR 64.2 lacs,"26,416 km",Petrol,1500 cc,Automatic,Lahore
13879,Suzuki Alto  2008 E for Sale,2008,PKR 11 lacs,1 km,Petrol,660 cc,Automatic,Lahore
13880,KIA Rio  2022  for Sale,2022,PKR 44 lacs,"40,000 km",Petrol,1000 cc,Automatic,Lahore
