Index,Title,Model,Price,Distance,Fuel Type,Engine,Transmission Type,City
200,Haval Jolion  2024 HEV for Sale,2024,PKR 96.25 lacs,20 km,Hybrid,1500 cc,Automatic,Lahore
201,Toyota Yaris  2020 GLI MT 1.3 for Sale,2020,PKR 35.7 lacs,"98,000 km",Petrol,1300 cc,Manual,Lahore
202,Audi e-tron  2020 50 Quattro 230 kW for Sale,2020,PKR 1.95 crore,"40,832 km",Electric,60.0 kWh,Automatic,Lahore
203,Honda Vezel  2016 Hybrid X Honda Sensing for Sale,2016,PKR 58 lacs,"79,385 km",Hybrid,1500 cc,Automatic,Lahore
204,Suzuki Alto  2014 E for Sale,2014,PKR 22.75 lacs,"112,500 km",Petrol,660 cc,Automatic,Lahore
205,Suzuki Wagon R  2010 FX Limited for Sale,2010,PKR 19.5 lacs,"88,000 km",Petrol,660 cc,Automatic,Lahore
206,Suzuki Cultus  2010 VXRi for Sale,2010,PKR 13.85 lacs,"130,000 km",Petrol,1000 cc,Manual,Lahore
207,Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,2022,PKR 52.25 lacs,"24,000 km",Petrol,1500 cc,Automatic,Lahore
208,KIA Picanto  2021  for Sale,2021,PKR 31.5 lacs,"15,000 km",Petrol,1000 cc,Automatic,Lahore
209,Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,2022,PKR 49 lacs,"37,000 km",Petrol,1500 cc,Automatic,Lahore
210,Nissan Note  2018 e-Power X V Selection for Sale,2018,PKR 41.75 lacs,"69,900 km",Hybrid,1200 cc,Automatic,Lahore
211,Honda BR-V  2022 i-VTEC S for Sale,2022,PKR 58 lacs,"16,014 km",Petrol,1500 cc,Automatic,Lahore
212,Suzuki Mehran  2011 VXR (CNG) for Sale,2011,PKR 10.75 lacs,"60,000 km",Petrol,800 cc,Manual,Lahore
213,Suzuki Mehran  2016 VXR Euro II for Sale,2016,PKR 12.25 lacs,"65,000 km",Petrol,800 cc,Manual,Lahore
214,Suzuki Cultus  2009 VXLi for Sale,2009,PKR 11.6 lacs,"95,000 km",Petrol,1000 cc,Manual,Lahore
215,Suzuki Mehran  2007 VX for Sale,2007,PKR 5.3 lacs,"143,000 km",Petrol,800 cc,Manual,Lahore
216,Daihatsu Move  2021 L for Sale,2021,PKR 34.45 lacs,"48,950 km",Petrol,660 cc,Automatic,Lahore
217,Honda City  2018 1.3 i-VTEC for Sale,2018,PKR 36 lacs,"103,500 km",Petrol,1300 cc,Manual,Lahore
218,Suzuki Alto  2024 VXR for Sale,2024,PKR 26.8 lacs,"4,500 km",Petrol,660 cc,Manual,Lahore
219,Toyota Passo  2015 X L Package for Sale,2015,PKR 28.5 lacs,"115,000 km",Petrol,1000 cc,Automatic,Lahore
220,Suzuki Margalla  1991  for Sale,1991,PKR 6.2 lacs,"200,000 km",Petrol,1300 cc,Automatic,Lahore
221,Suzuki Cultus  2017 EURO II for Sale,2017,PKR 15.5 lacs,"50,000 km",Petrol,1000 cc,Manual,Lahore
222,Hyundai Tucson  2023 FWD A/T GLS Sport for Sale,2023,PKR 77 lacs,"22,972 km",Petrol,2000 cc,Automatic,Lahore
223,Suzuki Cultus  2013 EURO II for Sale,2013,PKR 14.85 lacs,"32,500 km",Petrol,1000 cc,Manual,Lahore
224,Toyota Land Cruiser  1981 VX 4.2D for Sale,1981,PKR 27.85 lacs,"125,800 km",Diesel,4200 cc,Manual,Lahore
225,Suzuki Hustler  2021  for Sale,2021,PKR 35 lacs,"25,890 km",Hybrid,660 cc,Automatic,Lahore
226,Nissan Patrol  2002  for Sale,2002,PKR 29.85 lacs,"31,000 km",Petrol,4500 cc,Manual,Lahore
227,Toyota Prado  2002 GX for Sale,2002,PKR 37.85 lacs,"212,000 km",Diesel,3000 cc,Manual,Lahore
228,Honda Accord  1989  for Sale,1989,PKR 12.85 lacs,"121,000 km",Petrol,1600 cc,Manual,Lahore
229,Toyota Corolla  1976  for Sale,1976,PKR 13.85 lacs,"127,000 km",Petrol,1300 cc,Manual,Lahore
230,Toyota Land Cruiser  1978  for Sale,1978,PKR 19.85 lacs,"5,000 km",Diesel,3400 cc,Manual,Lahore
231,Mercedes Benz EQC  2020 400 4MATIC for Sale,2020,PKR 2.41 crore,"27,000 km",Electric,80.0 kWh,Automatic,Lahore
232,Mercedes Benz E Class  1977  for Sale,1977,PKR 11.85 lacs,"12,100 km",Petrol,2300 cc,Manual,Lahore
233,Honda Civic Rebirth 2014 VTi Oriel 1.8 i-VTEC for Sale,2014,PKR 38 lacs,"160,000 km",Petrol,1800 cc,Manual,Lahore
234,Daihatsu Tanto  2021  for Sale,2021,PKR 29.5 lacs,"15,000 km",Petrol,660 cc,Automatic,Lahore
235,Suzuki Potohar  1986 Basegrade for Sale,1986,PKR 14.5 lacs,123 km,Petrol,1000 cc,Manual,Lahore
236,Honda City  2003 EXi for Sale,2003,PKR 15 lacs,"10,000 km",Petrol,1300 cc,Manual,Lahore
237,FAW V2  2016 VCT-i for Sale,2016,PKR 16 lacs,"158,218 km",Petrol,1300 cc,Manual,Lahore
238,Suzuki Wagon R  2020  for Sale,2020,PKR 31 lacs,"9,800 km",Petrol,660 cc,Automatic,Lahore
239,Suzuki Mehran  2017 VXR Euro II for Sale,2017,PKR 12.65 lacs,"70,000 km",Petrol,796 cc,Manual,Lahore
240,Changan Alsvin  2022 1.3L MT Comfort for Sale,2022,PKR 38 lacs,"20,000 km",Petrol,1300 cc,Manual,Lahore
241,Toyota Corolla  2016 GLi 1.3 VVTi for Sale,2016,PKR 37.75 lacs,"104,106 km",Petrol,1300 cc,Manual,Lahore
242,Honda Civic  2017 Turbo 1.5 VTEC CVT for Sale,2017,PKR 55 lacs,"70,000 km",Petrol,1500 cc,Automatic,Lahore
243,Audi A6 4th (C7) Generation 2018 1.8 TFSI Business Class Edition for Sale,2018,PKR 1.75 crore,"30,000 km",Petrol,1800 cc,Automatic,Lahore
244,Hyundai Santro  2003 Club for Sale,2003,PKR 9 lacs,"124,000 km",Petrol,1000 cc,Manual,Lahore
245,Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,2022,PKR 67 lacs,"48,000 km",Petrol,1800 cc,Automatic,Lahore
246,Honda City  2006 i-DSI for Sale,2006,PKR 16.5 lacs,"177,000 km",Petrol,1300 cc,Manual,Lahore
247,Haval Jolion  2024 HEV for Sale,2024,PKR 96.25 lacs,20 km,Hybrid,1500 cc,Automatic,Lahore
248,Suzuki Swift  2014 DLX 1.3 for Sale,2014,PKR 19 lacs,"95,600 km",Petrol,1300 cc,Manual,Lahore
249,Hyundai Sonata  2023 2.0 for Sale,2023,PKR 1.04 crore,"11,000 km",Petrol,2000 cc,Automatic,Lahore
250,Mercedes Benz E Class  2003 E200 for Sale,2003,Call,"160,000 km",Petrol,1800 cc,Automatic,Lahore
251,Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,2018,PKR 34.8 lacs,"60,000 km",Petrol,1300 cc,Manual,Lahore
252,Toyota Yaris Hatchback  2020  for Sale,2020,PKR 44 lacs,"112,000 km",Petrol,1000 cc,Automatic,Lahore
253,Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,2016,PKR 49.5 lacs,"86,250 km",Petrol,1500 cc,Automatic,Lahore
254,Honda N One  2016 G L Package  for Sale,2016,PKR 24.75 lacs,"12,345 km",Petrol,660 cc,Automatic,Lahore
255,Honda City  2020 1.3 i-VTEC for Sale,2020,PKR 35 lacs,"53,000 km",Petrol,1300 cc,Manual,Lahore
256,Honda Accord  2010 24TL for Sale,2010,PKR 45.5 lacs,"83,000 km",Petrol,2400 cc,Automatic,Lahore
257,Changan M9  2020 Base Model 1.0 for Sale,2020,PKR 19.6 lacs,"170,000 km",Petrol,999 cc,Manual,Lahore
258,Mercedes Benz E Class  2005 E200 for Sale,2005,PKR 47.45 lacs,"206,628 km",Petrol,1800 cc,Automatic,Lahore
259,Nissan Kicks  2020  for Sale,2020,PKR 69 lacs,"47,000 km",Hybrid,1200 cc,Automatic,Lahore
260,Toyota Fortuner  2022 Legender  for Sale,2022,PKR 1.76 crore,"45,000 km",Diesel,2800 cc,Automatic,Lahore
261,Nissan Leaf  2021  for Sale,2021,PKR 77 lacs,"12,600 km",Electric,45.0 kWh,Automatic,Lahore
262,Nissan Dayz  2021 Highway star X for Sale,2021,PKR 39.5 lacs,"31,568 km",Petrol,660 cc,Automatic,Lahore
263,Mitsubishi Pajero  2006 GLS 2.8D for Sale,2006,PKR 46.5 lacs,"120,047 km",Diesel,2800 cc,Automatic,Lahore
264,Toyota Yaris  2021  for Sale,2021,PKR 48.5 lacs,"64,239 km",Petrol,1000 cc,Automatic,Lahore
265,Honda N Wgn  2020 G for Sale,2020,PKR 36.5 lacs,"45,012 km",Petrol,660 cc,Automatic,Lahore
266,Suzuki Wagon R  2019 Hybrid FX for Sale,2019,PKR 32.95 lacs,"64,085 km",Hybrid,660 cc,Automatic,Lahore
267,Nissan Note  2022 e-Power Aura for Sale,2022,PKR 75.5 lacs,"52,349 km",Hybrid,1198 cc,Automatic,Lahore
268,Daihatsu Move  2022 L SA 3 for Sale,2022,PKR 36.95 lacs,"2,766 km",Petrol,660 cc,Automatic,Lahore
269,Daihatsu Mira  2022 X SA lll for Sale,2022,PKR 36.95 lacs,"7,421 km",Petrol,660 cc,Automatic,Lahore
270,Toyota Passo  2021 X L Package S  for Sale,2021,PKR 42.95 lacs,"50,697 km",Petrol,1000 cc,Automatic,Lahore
271,Changan Alsvin  2021 1.3L MT Comfort for Sale,2021,PKR 29.95 lacs,"71,000 km",Petrol,1300 cc,Manual,Lahore
272,Suzuki Mehran  2011 VXR (CNG) for Sale,2011,PKR 8.5 lacs,"362,787 km",Petrol,800 cc,Manual,Lahore
273,Suzuki Margalla  1990 GLX for Sale,1990,PKR 6.1 lacs,"100,000 km",Petrol,1000 cc,Manual,Lahore
274,Honda City  2018 1.3 i-VTEC for Sale,2018,PKR 34.8 lacs,"60,000 km",Petrol,1300 cc,Manual,Lahore
275,Changan Oshan X7  2024 Comfort for Sale,2024,PKR 81 lacs,"17,800 km",Petrol,1500 cc,Automatic,Lahore
276,Changan Oshan X7  2022 FutureSense for Sale,2022,PKR 76.5 lacs,"38,000 km",Petrol,1500 cc,Automatic,Lahore
277,Honda City 5th (GM2) Generation 2016 Aspire 1.3 i-VTEC for Sale,2016,PKR 31 lacs,"135,000 km",Petrol,1300 cc,Manual,Lahore
278,Hyundai Santro  2004 Club for Sale,2004,PKR 13.5 lacs,"135,000 km",Petrol,1000 cc,Manual,Lahore
279,Toyota Land Cruiser  1989  for Sale,1989,PKR 32 lacs,"475,000 km",Diesel,4000 cc,Manual,Lahore
280,Suzuki Mehran  2008 VXR for Sale,2008,PKR 7.4 lacs,"120,000 km",Petrol,800 cc,Manual,Lahore
281,Suzuki Alto  2023 VXR for Sale,2023,PKR 26.75 lacs,"29,000 km",Petrol,660 cc,Manual,Lahore
282,Toyota Corolla  1997  for Sale,1997,PKR 22 lacs,"126,000 km",Petrol,1500 cc,Automatic,Lahore
283,Suzuki Mehran  2014 VX Euro II for Sale,2014,PKR 9.75 lacs,"125,000 km",Petrol,796 cc,Manual,Lahore
284,Toyota Corolla  2019 Altis Automatic 1.6 for Sale,2019,PKR 46.5 lacs,"80,000 km",Petrol,1600 cc,Automatic,Lahore
285,Honda Civic  2005 EXi for Sale,2005,PKR 13.9 lacs,"302,000 km",Petrol,1500 cc,Manual,Lahore
286,Jeep Cherokee  1996  for Sale,1996,PKR 20.5 lacs,"180,000 km",Petrol,4000 cc,Automatic,Lahore
287,Mitsubishi Lancer  2006 1.5L Automatic for Sale,2006,PKR 18.45 lacs,"232,000 km",Petrol,1500 cc,Automatic,Lahore
288,Toyota Corolla  2009 XLi VVTi for Sale,2009,PKR 21.75 lacs,"142,300 km",Petrol,1300 cc,Manual,Lahore
289,Suzuki Cultus  2018  for Sale,2018,PKR 28.4 lacs,"109,000 km",Petrol,1000 cc,Automatic,Lahore
290,Honda Civic  2019 1.8 i-VTEC CVT for Sale,2019,PKR 51 lacs,"73,000 km",Petrol,1800 cc,Automatic,Lahore
291,Toyota Corolla  2016 Altis Automatic 1.6 for Sale,2016,PKR 41 lacs,"89,000 km",Petrol,1600 cc,Automatic,Lahore
292,Suzuki Wagon R  2024 VXR for Sale,2024,PKR 33.75 lacs,"8,300 km",Petrol,1000 cc,Manual,Lahore
293,KIA Sportage  2020 AWD for Sale,2020,PKR 67.5 lacs,"38,000 km",Petrol,2000 cc,Automatic,Lahore
294,MG HS  2021 Trophy for Sale,2021,PKR 64.5 lacs,"44,000 km",Petrol,1500 cc,Automatic,Lahore
295,Suzuki Alto  2021 VX for Sale,2021,PKR 23.5 lacs,"130,000 km",Petrol,660 cc,Manual,Lahore
296,Toyota Passo  2023 Moda S for Sale,2023,PKR 47.5 lacs,"4,285 km",Petrol,1000 cc,Automatic,Lahore
297,Toyota Corolla  2021 Altis X Automatic 1.6 for Sale,2021,PKR 54.95 lacs,"34,000 km",Petrol,1598 cc,Automatic,Lahore
298,Daihatsu Move  2014 Custom X Limited for Sale,2014,PKR 22.5 lacs,"97,000 km",Petrol,660 cc,Automatic,Lahore
299,Toyota Corolla  2019 Altis Automatic 1.6 for Sale,2019,PKR 49.5 lacs,"58,900 km",Petrol,1600 cc,Automatic,Lahore
300,KIA Picanto  2022 1.0 AT for Sale,2022,PKR 31.5 lacs,"14,500 km",Petrol,1000 cc,Automatic,Lahore
301,Toyota Passo  2018 X L Package for Sale,2018,PKR 26.75 lacs,"110,000 km",Petrol,1000 cc,Automatic,Lahore
302,Honda City  2014 Aspire 1.3 i-VTEC for Sale,2014,PKR 28 lacs,"110,000 km",Petrol,1300 cc,Manual,Lahore
303,Toyota Prado  2004 TZ G 3.4 for Sale,2004,PKR 79.5 lacs,"134,000 km",Petrol,3400 cc,Automatic,Lahore
304,Toyota C-HR  2017 G-LED for Sale,2017,PKR 74.9 lacs,"97,000 km",Hybrid,1800 cc,Automatic,Lahore
305,Toyota Aqua  2013 S for Sale,2013,PKR 38.5 lacs,"91,000 km",Hybrid,1500 cc,Automatic,Lahore
306,Toyota Prius  2010 S Touring Selection 1.8 for Sale,2010,PKR 38.5 lacs,"150,000 km",Hybrid,1800 cc,Automatic,Lahore
307,Toyota Prius  2012 S LED Edition 1.8 for Sale,2012,PKR 39.75 lacs,"130,000 km",Hybrid,1800 cc,Automatic,Lahore
308,Mazda RX8  2007  for Sale,2007,PKR 38 lacs,"90,000 km",Petrol,1300 cc,Manual,Lahore
309,Toyota Corolla  2024 Altis Grande X CVT-i 1.8 Black Interior for Sale,2024,PKR 79.5 lacs,25 km,Petrol,1800 cc,Automatic,Lahore
310,Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,2018,PKR 51 lacs,"60,000 km",Petrol,1800 cc,Automatic,Lahore
311,Suzuki Alto  2021 VXR for Sale,2021,PKR 26 lacs,"8,000 km",Petrol,660 cc,Manual,Lahore
312,Suzuki Mehran  2009 VXR for Sale,2009,PKR 6.95 lacs,"80,000 km",Petrol,800 cc,Manual,Lahore
313,MG HS  2021 1.5 Turbo for Sale,2021,PKR 62.5 lacs,"48,000 km",Petrol,1500 cc,Automatic,Lahore
314,Toyota Corolla  2023 Altis 1.6 X CVT-i Special Edition for Sale,2023,PKR 66.25 lacs,"35,437 km",Petrol,1600 cc,Automatic,Lahore
315,Honda City  2010 1.3 i-VTEC for Sale,2010,PKR 24.5 lacs,"213,000 km",Petrol,1300 cc,Manual,Lahore
316,Daihatsu Move  2014  for Sale,2014,PKR 21.5 lacs,"103,000 km",Petrol,660 cc,Automatic,Lahore
317,KIA Sportage  2022 Alpha for Sale,2022,PKR 67.85 lacs,"8,000 km",Petrol,2000 cc,Automatic,Lahore
318,Honda Civic  2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2009,PKR 22.5 lacs,"145,250 km",Petrol,1800 cc,Automatic,Lahore
319,Suzuki Cultus  2021 VXL for Sale,2021,PKR 33.65 lacs,"55,000 km",Petrol,1000 cc,Manual,Lahore
320,Toyota Corolla  2018 GLi 1.3 VVTi for Sale,2018,PKR 43 lacs,"60,000 km",Petrol,1300 cc,Manual,Lahore
321,Suzuki Spacia  2014  for Sale,2014,PKR 24.75 lacs,"146,000 km",Petrol,660 cc,Automatic,Lahore
322,Suzuki Alto  2020 VXR for Sale,2020,PKR 22.75 lacs,"110,000 km",Petrol,660 cc,Manual,Lahore
323,Toyota Corolla  2011 XLi VVTi Limited Edition for Sale,2011,PKR 22 lacs,"358,000 km",Petrol,1300 cc,Manual,Lahore
324,Suzuki Bolan  2021 VX Euro II for Sale,2021,PKR 17.2 lacs,"45,000 km",Petrol,800 cc,Manual,Lahore
325,Suzuki Cultus  2010 VXRi for Sale,2010,PKR 11.5 lacs,"31,450 km",Petrol,1000 cc,Manual,Lahore
326,Toyota Land Cruiser  2021  for Sale,2021,PKR 3.45 crore,"30,000 km",Petrol,2700 cc,Automatic,Lahore
327,Daihatsu Cuore  1996  for Sale,1996,PKR 9.5 lacs,"100,000 km",Petrol,660 cc,Automatic,Lahore
328,Mitsubishi Lancer  1993  for Sale,1993,PKR 5 lacs,"169,649 km",Petrol,1300 cc,Manual,Lahore
329,Toyota Vitz  2000 F 1.0 for Sale,2000,PKR 15.2 lacs,"150,000 km",Petrol,1000 cc,Automatic,Lahore
330,Suzuki Wagon R  2019 VXL for Sale,2019,PKR 23 lacs,"42,000 km",Petrol,1000 cc,Manual,Lahore
331,MG HS  2022 Trophy for Sale,2022,PKR 70 lacs,"21,000 km",Petrol,1500 cc,Automatic,Lahore
332,Suzuki Mehran  2015 VX Euro II for Sale,2015,PKR 12.75 lacs,"60,000 km",Petrol,796 cc,Manual,Lahore
333,Honda HR-V  2022 VTi-S for Sale,2022,PKR 67.5 lacs,"31,000 km",Petrol,1500 cc,Automatic,Lahore
334,MG HS  2021 Trophy for Sale,2021,PKR 63.5 lacs,"51,000 km",Petrol,1500 cc,Automatic,Lahore
335,Suzuki Cultus  2018 Auto Gear Shift for Sale,2018,PKR 27.5 lacs,"113,000 km",Petrol,1000 cc,Automatic,Lahore
336,Hyundai Tucson  2024 AWD A/T Ultimate for Sale,2024,PKR 86.5 lacs,"24,000 km",Petrol,2000 cc,Automatic,Lahore
337,Toyota Hilux  2021 Revo V Automatic 2.8 for Sale,2021,PKR 1.14 crore,"64,000 km",Diesel,2800 cc,Automatic,Lahore
338,Hyundai Tucson  2020 AWD A/T Ultimate for Sale,2020,PKR 71 lacs,"92,000 km",Petrol,2000 cc,Automatic,Lahore
339,Toyota Vitz  2010 iLL 1.0 for Sale,2010,PKR 24.5 lacs,"135,000 km",Petrol,1000 cc,Automatic,Lahore
340,Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2011,PKR 24.5 lacs,"194,000 km",Petrol,1800 cc,Automatic,Lahore
341,Toyota Hilux  2022 Revo V Automatic 2.8 for Sale,2022,PKR 1.28 crore,"48,000 km",Diesel,2800 cc,Automatic,Lahore
342,Daihatsu Move  2013 Custom X for Sale,2013,PKR 21 lacs,"100,000 km",Petrol,660 cc,Automatic,Lahore
343,Toyota Corolla  2014 GLi Automatic 1.3 VVTi for Sale,2014,PKR 33.5 lacs,"238,000 km",Petrol,1300 cc,Automatic,Lahore
344,Daihatsu Mira  2021 X SA lll for Sale,2021,PKR 33.75 lacs,"27,800 km",Petrol,660 cc,Automatic,Lahore
345,Toyota Corolla  2015 GLi Automatic 1.3 VVTi for Sale,2015,PKR 35.25 lacs,"100,000 km",Petrol,1300 cc,Automatic,Lahore
346,Daihatsu Cuore  2009 CX for Sale,2009,PKR 9.5 lacs,"12,345 km",Petrol,800 cc,Manual,Lahore
347,Changan Oshan X7  2022 FutureSense for Sale,2022,PKR 78 lacs,"27,200 km",Petrol,1500 cc,Automatic,Lahore
348,MG HS  2021 Trophy for Sale,2021,PKR 65.5 lacs,"22,000 km",Petrol,1500 cc,Automatic,Lahore
349,Honda Vezel  2016 Hybrid Z Honda Sensing  for Sale,2016,PKR 53 lacs,"120,000 km",Hybrid,1500 cc,Automatic,Lahore
350,Suzuki Wagon R  2018 VXR for Sale,2018,PKR 21.5 lacs,"85,000 km",Petrol,1000 cc,Manual,Lahore
351,KIA Sportage  2020 FWD for Sale,2020,PKR 59.75 lacs,"70,000 km",Petrol,2000 cc,Automatic,Lahore
352,Suzuki Cultus  2014 Limited Edition for Sale,2014,PKR 13.85 lacs,"150,000 km",Petrol,1000 cc,Manual,Lahore
353,Daihatsu Mira  2012 G Smart Drive Package for Sale,2012,PKR 18.5 lacs,"80,000 km",Petrol,660 cc,Automatic,Lahore
354,Suzuki Wagon R  2019 VXL for Sale,2019,PKR 26 lacs,"55,000 km",Petrol,1000 cc,Manual,Lahore
355,Nissan Dayz  2023 Highway star G for Sale,2023,PKR 46.5 lacs,"1,660 km",Hybrid,660 cc,Automatic,Lahore
356,Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,2018,PKR 33.5 lacs,"141,000 km",Petrol,1300 cc,Manual,Lahore
357,Suzuki Swift  2013 DLX 1.3 for Sale,2013,PKR 18.5 lacs,"125,000 km",Petrol,1300 cc,Manual,Lahore
358,Toyota Yaris  2022 ATIV X CVT 1.5 for Sale,2022,PKR 49.5 lacs,"32,000 km",Petrol,1500 cc,Automatic,Lahore
359,Honda Life  2016  for Sale,2016,PKR 19.5 lacs,"86,000 km",Petrol,660 cc,Automatic,Lahore
360,Daewoo Racer  1998  for Sale,1998,PKR 4.5 lacs,"10,000 km",LPG,1600 cc,Manual,Lahore
361,Suzuki Wagon R  2016 VXL for Sale,2016,PKR 18.9 lacs,"70,000 km",Petrol,1000 cc,Manual,Lahore
362,Honda Civic  2011 VTi Prosmatec 1.8 i-VTEC for Sale,2011,PKR 27.5 lacs,"126,000 km",Petrol,1800 cc,Automatic,Lahore
363,Honda Civic  2016 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2016,PKR 46.5 lacs,"135,000 km",Petrol,1800 cc,Automatic,Lahore
364,KIA Pride  1996 1.1 for Sale,1996,PKR 5.5 lacs,"100,000 km",Petrol,1100 cc,Manual,Lahore
365,Suzuki Cultus  2007 VXL for Sale,2007,PKR 8.75 lacs,"120,000 km",Petrol,1000 cc,Manual,Lahore
366,Honda City 5th (GM2) Generation 2018 1.5 i-VTEC for Sale,2018,PKR 36.5 lacs,"96,900 km",Petrol,1500 cc,Manual,Lahore
367,Honda Civic  2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2014,PKR 38.5 lacs,"127,500 km",Petrol,1800 cc,Automatic,Lahore
368,Suzuki Wagon R  2021 VXR for Sale,2021,PKR 25.4 lacs,"41,000 km",Petrol,1000 cc,Manual,Lahore
369,Daihatsu Move  2019 X Turbo for Sale,2019,PKR 35.5 lacs,"63,000 km",Petrol,660 cc,Automatic,Lahore
370,Suzuki Alto  2022 VXR for Sale,2022,PKR 23.8 lacs,"36,000 km",Petrol,660 cc,Manual,Lahore
371,Daihatsu Mira  2017  for Sale,2017,PKR 23 lacs,"169,000 km",Petrol,660 cc,Automatic,Lahore
372,Toyota Yaris  2021 GLI CVT 1.3 for Sale,2021,PKR 39.99 lacs,"57,000 km",Petrol,1300 cc,Automatic,Lahore
373,Honda City  2022 1.5L ASPIRE CVT for Sale,2022,PKR 51.75 lacs,"25,000 km",Petrol,1500 cc,Automatic,Lahore
374,Suzuki Wagon R  2018 VXR for Sale,2018,PKR 23.75 lacs,"53,000 km",Petrol,1000 cc,Manual,Lahore
375,Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,2018,PKR 34.5 lacs,"90,000 km",Petrol,1300 cc,Automatic,Lahore
376,Audi e-tron  2022 50 Quattro 230 kW for Sale,2022,Call,165 km,Electric,60.0 kWh,Automatic,Lahore
377,Hyundai Sonata  2021 2.0 for Sale,2021,PKR 84.9 lacs,"19,192 km",Petrol,2000 cc,Automatic,Lahore
378,Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,2021,PKR 59.5 lacs,"65,000 km",Petrol,1800 cc,Automatic,Lahore
379,Tesla Model 3  2020 Long Range for Sale,2020,Call,"28,000 km",Electric,75.0 kWh,Automatic,Lahore
380,Subaru Stella  2009  for Sale,2009,PKR 15.75 lacs,"125,000 km",Petrol,660 cc,Automatic,Lahore
381,Toyota Passo  2023 X G Package for Sale,2023,PKR 43.75 lacs,"15,123 km",Petrol,1000 cc,Automatic,Lahore
382,Suzuki Mehran  2007 VXR for Sale,2007,PKR 7 lacs,"114,000 km",Petrol,800 cc,Manual,Lahore
383,Toyota Prius  2011 G Touring Selection Leather Package 1.8 for Sale,2011,PKR 36.5 lacs,"128,500 km",Hybrid,1800 cc,Automatic,Lahore
384,Honda City  2018 1.3 i-VTEC for Sale,2018,PKR 34.65 lacs,"38,000 km",Petrol,1300 cc,Manual,Lahore
385,Suzuki Cultus  2013 EURO II for Sale,2013,PKR 13.75 lacs,"135,000 km",Petrol,1000 cc,Manual,Lahore
386,Honda City  2017  for Sale,2017,PKR 31.7 lacs,"69,000 km",Petrol,1300 cc,Manual,Lahore
387,Suzuki Bolan  2008 VX (CNG) for Sale,2008,PKR 6.5 lacs,"29,000 km",Petrol,800 cc,Manual,Lahore
388,Suzuki Alto  2009 EII for Sale,2009,PKR 1.5 lacs,"70,000 km",Petrol,660 cc,Automatic,Lahore
389,Toyota Corolla  2017 GLi Automatic 1.3 VVTi for Sale,2017,PKR 37.5 lacs,"109,500 km",Petrol,1300 cc,Automatic,Lahore
390,MG HS  2021 1.5 Turbo for Sale,2021,PKR 62 lacs,"52,000 km",Petrol,1500 cc,Automatic,Lahore
391,Honda City 5th (GM2) Generation 2017 Aspire 1.5 i-VTEC for Sale,2017,PKR 31.5 lacs,"149,000 km",Petrol,1500 cc,Automatic,Lahore
392,Suzuki Cultus  2014 Limited Edition for Sale,2014,PKR 14.5 lacs,"132,000 km",Petrol,1000 cc,Manual,Lahore
393,Suzuki Swift  2016 DLX Automatic 1.3 for Sale,2016,PKR 26.5 lacs,"110,000 km",Petrol,1300 cc,Automatic,Lahore
394,Toyota Yaris  2022 ATIV MT 1.3 for Sale,2022,PKR 40 lacs,"101,520 km",Petrol,1300 cc,Manual,Lahore
395,Suzuki Wagon R  2019 VXL for Sale,2019,PKR 23.5 lacs,"80,900 km",Petrol,1000 cc,Manual,Lahore
396,MG HS  2021 Trophy for Sale,2021,PKR 63.2 lacs,"30,776 km",Petrol,1500 cc,Automatic,Lahore
397,Toyota Fortuner  2020 2.7 VVTi for Sale,2020,PKR 1.29 crore,"37,000 km",Petrol,2700 cc,Automatic,Lahore
398,Toyota Aqua  2018 S for Sale,2018,PKR 55 lacs,"73,570 km",Hybrid,1500 cc,Automatic,Lahore
399,Toyota Surf  2001  for Sale,2001,PKR 37.5 lacs,"355,484 km",Petrol,2700 cc,Automatic,Lahore
400,Suzuki Cultus  2015 EURO II for Sale,2015,PKR 16.75 lacs,"135,000 km",Petrol,1000 cc,Manual,Lahore
401,Hummer H2  2007 SUT for Sale,2007,PKR 2.2 crore,"25,000 km",Petrol,6200 cc,Automatic,Lahore
402,Toyota Corolla  2020 Altis Automatic 1.6 for Sale,2020,PKR 51.65 lacs,"62,300 km",Petrol,1600 cc,Automatic,Lahore
403,Toyota Premio  2008 F 1.5 for Sale,2008,PKR 39 lacs,"114,855 km",Petrol,1500 cc,Automatic,Lahore
404,Peugeot 2008  2023 Allure for Sale,2023,PKR 63.5 lacs,"27,000 km",Petrol,1200 cc,Automatic,Lahore
405,Suzuki Margalla  1990  for Sale,1990,PKR 6.8 lacs,"250,000 km",Petrol,1000 cc,Manual,Lahore
